No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
1908,animal print artwork,320,4,97,$0.62,100,21,https://eastendprints.co.uk/categories/art-prints/animal-themed-prints.html
1909,darth vader artwork,320,13,6,$0.19,79,26,https://eastendprints.co.uk/products/darth-vader-ultimate-badass.html
1910,song posters,320,12,3,$0.80,100,42,https://eastendprints.co.uk/categories/music-art-prints.html
1911,wall frames for living room,320,51,0,$0.54,100,35,https://eastendprints.co.uk/categories/lounge-art-prints
1912,ibiza prints,320,19,1,$0.57,100,16,https://eastendprints.co.uk/products/ibiza-town.html
1913,documentary movie poster,260,76,0,$0,4,16,https://eastendprints.co.uk/categories/film-movie-art-prints
1914,framed paintings,320,15,3,$0.92,100,41,https://eastendprints.co.uk/
1915,map of london to print,320,18,1,$0.90,60,50,https://eastendprints.co.uk/products/london-map.html
1916,london art paintings,320,48,0,$3.43,100,74,https://eastendprints.co.uk/categories/london-art-prints.html
1917,framed wall pictures for living room,320,37,0,$0.38,100,35,https://eastendprints.co.uk/categories/lounge-art-prints
1918,large art work,320,35,0,$0.67,100,56,https://eastendprints.co.uk/
1919,posters for office,320,19,1,$0.81,100,19,https://eastendprints.co.uk/categories/home-office-art-prints
1920,tv show posters,390,53,0,$0.46,54,56,https://eastendprints.co.uk/categories/film-movie-art-prints
1921,pink abstract painting,320,43,0,$0.32,100,30,https://eastendprints.co.uk/categories/pink-art-prints
1922,artwork 7,320,46,0,$1.70,8,39,https://eastendprints.co.uk/categories/blue-art-prints
1923,art for an office,320,1,97,$1.69,100,31,https://eastendprints.co.uk/categories/home-office-art-prints
1924,art printing online uk,320,21,0,$1.18,100,53,https://eastendprints.co.uk/
1925,90s film posters,320,83,0,$0.60,87,17,https://eastendprints.co.uk/categories/film-movie-art-prints
1926,art prints online uk,320,2,51,$1.18,100,76,https://eastendprints.co.uk/
1927,canvas painting floral,320,113,0,$0.30,100,15,https://eastendprints.co.uk/categories/floral-art-prints
1928,art to buy,320,21,0,$1.24,100,85,https://eastendprints.co.uk/
1929,canvas wall art pink,320,37,0,$0.40,100,22,https://eastendprints.co.uk/categories/pink-art-prints
1930,father's day prints,320,11,6,$0.26,100,19,https://eastendprints.co.uk/blog/fathers-day-wall-art-gift-guide/
1931,pictures for childrens bedroom,320,69,0,$0.63,100,48,https://eastendprints.co.uk/categories/art-prints-frames/kids-prints.html
1932,black frame artwork,320,30,0,$0.62,100,32,https://eastendprints.co.uk/categories/black-and-white-art-prints
1933,living room posters,390,9,8,$0.94,100,43,https://eastendprints.co.uk/categories/lounge-art-prints
1934,fine art prints uk,320,17,1,$0.72,100,69,https://eastendprints.co.uk/
1935,queering art,320,96,0,$0.81,76,35,https://eastendprints.co.uk/categories/discover-lgbtqia-artists
1936,prints for sale,320,2,51,$0.85,100,82,https://eastendprints.co.uk/
1937,prints food,320,1,97,$0.68,99,28,https://eastendprints.co.uk/categories/food-and-drink-art-prints
1938,wall art near me,320,24,0,$0.32,99,58,https://eastendprints.co.uk/
1939,geometric shapes and art,320,26,0,$0.30,54,52,https://eastendprints.co.uk/products/geometric-shapes-colors-i.html
1940,posters of birds,320,7,15,$0.59,100,17,https://eastendprints.co.uk/categories/birds
1941,noir movie posters,320,81,0,$0.17,52,24,https://eastendprints.co.uk/categories/film-movie-art-prints
1942,large abstract canvas,320,38,0,$0.51,100,24,https://eastendprints.co.uk/categories/abstract-prints/
1943,poster for women's rights,320,55,0,$0.12,40,35,https://eastendprints.co.uk/categories/feminist
1944,victoria park london photos,320,60,0,$0,1,39,https://eastendprints.co.uk/products/victoria-park-ii.html
1945,london paints,320,89,0,$0.72,100,45,https://eastendprints.co.uk/categories/london-art-prints.html
1946,thin black frames,320,20,1,$0.67,100,28,https://eastendprints.co.uk/products/narrow-black-frame.html
1947,thin black frame,320,41,0,$0.63,100,31,https://eastendprints.co.uk/products/narrow-black-frame.html
1948,uk framed prints,320,2,51,$2.13,100,54,https://eastendprints.co.uk/
1949,sci-fi movie posters,320,88,0,$0,64,33,https://eastendprints.co.uk/categories/film-movie-art-prints
1950,tv shows posters,390,62,0,$0.46,54,54,https://eastendprints.co.uk/categories/film-movie-art-prints
1951,travel art,320,10,4,$0.71,100,45,https://eastendprints.co.uk/categories/travel-art-prints
1952,nursery pictures framed,320,23,0,$0.50,100,14,https://eastendprints.co.uk/categories/nursery-art-prints
1953,city posters,320,34,0,$0.68,100,40,https://eastendprints.co.uk/categories/travel-art-prints
1954,black thin frames,320,49,0,$0.67,100,25,https://eastendprints.co.uk/products/narrow-black-frame.html
1955,penguin prints,320,32,0,$0.63,100,20,https://eastendprints.co.uk/products/penguin-by-in-house.html
1956,fun poster,320,6,21,$0.52,99,38,https://eastendprints.co.uk/categories/inspiration/styles-and-trends/bright-and-fun.html
1957,abstract blue wall art,320,35,0,$0.70,100,31,https://eastendprints.co.uk/categories/blue-art-prints
1958,abstract photo,320,65,0,$0.79,61,59,https://eastendprints.co.uk/categories/abstract-prints/
1959,artwork prints cheap,320,22,1,$1.42,100,77,https://eastendprints.co.uk/
1960,abstract art with pink,320,22,1,$0.41,100,34,https://eastendprints.co.uk/categories/pink-art-prints
